incident_type,city,state,date_time,year,data type,subject_race,gender,subject_ethnicity,block_address,district,psa,age
Stop & Frisk,"Washington, D.C.",DC,6/23/10 19:59,2010,Person,Black,Female,Not Hispanic Or Latino,2000 B/O GEORGIA AVE NW,3D,305.0,Unknown
Stop & Frisk,"Washington, D.C.",DC,6/23/10 19:59,2010,Person,Black,Male,Not Hispanic Or Latino,2000 B/O GEORGIA AVE NW,3D,305.0,61
Stop & Frisk,"Washington, D.C.",DC,6/23/10 19:59,2010,Person,Black,Female,Not Hispanic Or Latino,2000 B/O GEORGIA AVE NW,3D,305.0,52
Stop & Frisk,"Washington, D.C.",DC,6/23/10 19:59,2010,Person,Black,Male,Not Hispanic Or Latino,2000 B/O GEORGIA AVE NW,3D,305.0,60
Stop & Frisk,"Washington, D.C.",DC,6/23/10 19:59,2010,Person,Black,Male,Not Hispanic Or Latino,2000 B/O GEORGIA AVE NW,3D,305.0,65
Stop & Frisk,"Washington, D.C.",DC,6/24/10 1:30,2010,Person,Black,Male,Not Hispanic Or Latino,1300 B/O MARYLAND AVE NE,1D,104.0,24
Stop & Frisk,"Washington, D.C.",DC,6/24/10 15:38,2010,Person,Black,Male,Not Hispanic Or Latino,1300 B/O 1ST ST SW,1D,104.0,30
Stop & Frisk,"Washington, D.C.",DC,6/24/10 15:38,2010,Person,Unknown,Unknown,Unknown,1300 B/O 1ST ST SW,1D,104.0,
Stop & Frisk,"Washington, D.C.",DC,6/24/10 17:37,2010,Person,Black,Male,Not Hispanic Or Latino,13TH ST NW / U ST NW,3D,305.0,54
Stop & Frisk,"Washington, D.C.",DC,6/24/10 20:44,2010,Person,Black,Male,Not Hispanic Or Latino,400 B/O N ST NW,3D,302.0,39
Stop & Frisk,"Washington, D.C.",DC,6/24/10 20:44,2010,Person,Black,Male,Unknown,400 B/O N ST NW,3D,302.0,41
Stop & Frisk,"Washington, D.C.",DC,6/24/10 21:00,2010,Person,Black,Male,Not Hispanic Or Latino,6200 B/O 12TH ST NW,4D,402.0,24
Stop & Frisk,"Washington, D.C.",DC,6/24/10 22:02,2010,Person,Black,Female,Not Hispanic Or Latino,5100 B/O F ST SE,6D,604.0,
Stop & Frisk,"Washington, D.C.",DC,6/24/10 22:02,2010,Person,Black,Female,Not Hispanic Or Latino,5100 B/O F ST SE,6D,604.0,56
Stop & Frisk,"Washington, D.C.",DC,6/24/10 23:41,2010,Person,Black,Male,Unknown,1900 B/O 9TH ST NW,3D,305.0,20
Stop & Frisk,"Washington, D.C.",DC,6/24/10 23:41,2010,Person,Black,Male,Not Hispanic Or Latino,1900 B/O 9TH ST NW,3D,305.0,18
Stop & Frisk,"Washington, D.C.",DC,6/24/10 23:41,2010,Person,Black,Male,Unknown,1900 B/O 9TH ST NW,3D,305.0,21
Stop & Frisk,"Washington, D.C.",DC,6/24/10 23:41,2010,Person,Black,Male,Not Hispanic Or Latino,1900 B/O 9TH ST NW,3D,305.0,20
Stop & Frisk,"Washington, D.C.",DC,6/25/10 0:00,2010,Person,Black,Male,Not Hispanic Or Latino,1800 B/O U PL SE,7D,701.0,31
Stop & Frisk,"Washington, D.C.",DC,6/25/10 0:00,2010,Person,Unknown,Unknown,Unknown,1800 B/O U PL SE,7D,701.0,
Stop & Frisk,"Washington, D.C.",DC,6/25/10 19:59,2010,Person,Black,Male,Not Hispanic Or Latino,3800 B/O ALABAMA AVE SE,6D,607.0,18
Stop & Frisk,"Washington, D.C.",DC,6/25/10 19:59,2010,Person,Black,Male,Not Hispanic Or Latino,3800 B/O ALABAMA AVE SE,6D,607.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,6/25/10 19:59,2010,Person,Black,Male,Not Hispanic Or Latino,3800 B/O ALABAMA AVE SE,6D,607.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,6/25/10 19:59,2010,Person,Unknown,Unknown,Unknown,3800 B/O ALABAMA AVE SE,6D,607.0,
Stop & Frisk,"Washington, D.C.",DC,6/26/10 1:54,2010,Person,Black,Male,Not Hispanic Or Latino,11TH / PARK RD NW,3D,302.0,
Stop & Frisk,"Washington, D.C.",DC,6/26/10 1:54,2010,Person,White,Female,Unknown,11TH / PARK RD NW,3D,302.0,26
Stop & Frisk,"Washington, D.C.",DC,6/26/10 2:48,2010,Person,Black,Female,Not Hispanic Or Latino,3900 B/O SOUTHERN AVE SE,6D,606.0,28
Stop & Frisk,"Washington, D.C.",DC,6/26/10 3:09,2010,Person,Unknown,Unknown,Unknown,900 B/O F ST NW,1D,101.0,
Stop & Frisk,"Washington, D.C.",DC,6/26/10 4:00,2010,Person,Black,Male,Not Hispanic Or Latino,400 B/O M ST SW,1D,104.0,
Stop & Frisk,"Washington, D.C.",DC,6/26/10 4:00,2010,Person,Black,Male,Not Hispanic Or Latino,900 B/O 14TH ST NW,2D,207.0,45
Stop & Frisk,"Washington, D.C.",DC,6/26/10 5:33,2010,Person,Black,Female,Not Hispanic Or Latino,10TH ST NW / W ST NW,3D,305.0,26
Stop & Frisk,"Washington, D.C.",DC,6/26/10 15:00,2010,Person,White,Male,Not Hispanic Or Latino,2400 B/O 18TH ST NW,3D,303.0,32
Stop & Frisk,"Washington, D.C.",DC,6/26/10 15:58,2010,Person,Black,Male,Not Hispanic Or Latino,400 B/O OAKWOOD ST SE,7D,705.0,26
Stop & Frisk,"Washington, D.C.",DC,6/26/10 15:58,2010,Person,Black,Male,Not Hispanic Or Latino,400 B/O OAKWOOD ST SE,7D,705.0,28
Stop & Frisk,"Washington, D.C.",DC,6/26/10 22:09,2010,Person,Black,Male,Not Hispanic Or Latino,WISCONSIN AVE NW / PROSPECT ST NW,2D,206.0,20
Stop & Frisk,"Washington, D.C.",DC,6/26/10 22:09,2010,Person,Unknown,Unknown,Unknown,WISCONSIN AVE NW / PROSPECT ST NW,2D,206.0,
Stop & Frisk,"Washington, D.C.",DC,6/27/10 3:29,2010,Person,Black,Male,Not Hispanic Or Latino,1300 B/O SOUTHERN AVE SE,7D,706.0,30
Stop & Frisk,"Washington, D.C.",DC,6/27/10 4:00,2010,Person,White,Female,Not Hispanic Or Latino,900 B/O 14TH ST NW,2D,207.0,21
Stop & Frisk,"Washington, D.C.",DC,6/27/10 6:00,2010,Person,White,Male,Not Hispanic Or Latino,500 B/O 15TH ST NW,2D,207.0,29
Stop & Frisk,"Washington, D.C.",DC,6/27/10 17:30,2010,Person,Black,Female,Not Hispanic Or Latino,7TH ST NW / VARNUM ST NW,4D,404.0,26
Stop & Frisk,"Washington, D.C.",DC,6/27/10 17:30,2010,Person,Black,Male,Not Hispanic Or Latino,7TH ST NW / VARNUM ST NW,4D,404.0,23
Stop & Frisk,"Washington, D.C.",DC,6/27/10 22:14,2010,Person,Black,Male,Not Hispanic Or Latino,1000 B/O 1ST ST NE,1D,103.0,43
Stop & Frisk,"Washington, D.C.",DC,6/28/10 1:30,2010,Person,Unknown,Male,Hispanic Or Latino,4800 B/O 16TH ST NW,4D,404.0,33
Stop & Frisk,"Washington, D.C.",DC,6/28/10 4:23,2010,Person,Black,Male,Not Hispanic Or Latino,IOWA / ALLISON ST NW,4D,403.0,18
Stop & Frisk,"Washington, D.C.",DC,6/28/10 4:23,2010,Person,Black,Male,Not Hispanic Or Latino,IOWA / ALLISON ST NW,4D,403.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,6/28/10 18:04,2010,Person,Black,Male,Not Hispanic Or Latino,4500 B/O EAST CAPITOL ST SE,6D,608.0,27
Stop & Frisk,"Washington, D.C.",DC,6/28/10 19:02,2010,Person,Black,Male,Not Hispanic Or Latino,FLORIDA AVE NW / R ST NW,5D,501.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,6/28/10 20:30,2010,Person,Black,Male,Not Hispanic Or Latino,1100 B/O WISCONSIN AVE NW,2D,206.0,29
Stop & Frisk,"Washington, D.C.",DC,6/29/10 13:30,2010,Person,Black,Male,Not Hispanic Or Latino,2200 B/O SAVANNAH TER SE,7D,704.0,22
Stop & Frisk,"Washington, D.C.",DC,6/29/10 15:45,2010,Person,Black,Male,Not Hispanic Or Latino,2600 B/O NAYLOR RD SE,6D,606.0,53
Stop & Frisk,"Washington, D.C.",DC,6/29/10 18:00,2010,Person,Black,Male,Not Hispanic Or Latino,600 B/O DIVISION AVE NE,6D,602.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,6/29/10 22:00,2010,Person,Black,Female,Not Hispanic Or Latino,1500 B/O NORTH CAPITOL ST,5D,501.0,47
Stop & Frisk,"Washington, D.C.",DC,6/29/10 22:00,2010,Person,Black,Male,Not Hispanic Or Latino,1500 B/O NORTH CAPITOL ST,5D,501.0,56
Stop & Frisk,"Washington, D.C.",DC,6/29/10 22:00,2010,Person,Unknown,Male,Not Hispanic Or Latino,1500 B/O NORTH CAPITOL ST,5D,501.0,51
Stop & Frisk,"Washington, D.C.",DC,6/29/10 22:00,2010,Person,White,Male,Not Hispanic Or Latino,1500 B/O NORTH CAPITOL ST,5D,501.0,48
Stop & Frisk,"Washington, D.C.",DC,6/29/10 22:45,2010,Person,Asian,Male,Not Hispanic Or Latino,3300 B/O M ST NW,2D,206.0,26
Stop & Frisk,"Washington, D.C.",DC,6/30/10 0:18,2010,Person,White,Male,Not Hispanic Or Latino,CONNECTICUT AVE / H ST NW,3D,306.0,35
Stop & Frisk,"Washington, D.C.",DC,6/30/10 0:18,2010,Person,White,Female,Not Hispanic Or Latino,CONNECTICUT AVE / H ST NW,3D,306.0,28
Stop & Frisk,"Washington, D.C.",DC,6/30/10 1:09,2010,Person,White,Male,Not Hispanic Or Latino,1200 B/O VAN BUREN ST NW,4D,401.0,44
Stop & Frisk,"Washington, D.C.",DC,6/30/10 4:45,2010,Person,Black,Unknown,Not Hispanic Or Latino,200 B/O I ST SW,1D,105.0,31
Stop & Frisk,"Washington, D.C.",DC,6/30/10 4:45,2010,Person,Black,Unknown,Not Hispanic Or Latino,200 B/O I ST SW,1D,105.0,24
Stop & Frisk,"Washington, D.C.",DC,6/30/10 10:59,2010,Person,Black,Male,Not Hispanic Or Latino,F / 0 1806 I ST NE,5D,504.0,25
Stop & Frisk,"Washington, D.C.",DC,6/30/10 11:44,2010,Person,Black,Female,Unknown,1700 B/O WEST VIRGINIA AVE NE,5D,506.0,54
Stop & Frisk,"Washington, D.C.",DC,6/30/10 16:59,2010,Person,Black,Male,Not Hispanic Or Latino,4600 B/O WISCONSIN AVE NW,2D,202.0,42
Stop & Frisk,"Washington, D.C.",DC,6/30/10 17:30,2010,Person,Black,Male,Not Hispanic Or Latino,400 B/O CHESAPEAKE ST SE,4D,403.0,49
Stop & Frisk,"Washington, D.C.",DC,6/30/10 18:00,2010,Person,Black,Male,Not Hispanic Or Latino,4200 B/O 4TH ST SE,7D,706.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,6/30/10 18:00,2010,Person,Black,Male,Not Hispanic Or Latino,4200 B/O 4TH ST SE,7D,706.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,6/30/10 18:40,2010,Person,Black,Male,Not Hispanic Or Latino,4200 B/O 4TH ST SE,7D,706.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,6/30/10 18:40,2010,Person,Black,Male,Not Hispanic Or Latino,4200 B/O 4TH ST SE,7D,706.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,6/30/10 18:49,2010,Person,Black,Male,Not Hispanic Or Latino,300 B/O V ST NW,3D,306.0,29
Stop & Frisk,"Washington, D.C.",DC,6/30/10 22:30,2010,Person,Black,Male,Not Hispanic Or Latino,19TH / INDEPENDENCE AVE SE,5D,107.0,49
Stop & Frisk,"Washington, D.C.",DC,6/30/10 22:30,2010,Person,Black,Male,Not Hispanic Or Latino,19TH / INDEPENDENCE AVE SE,5D,107.0,44
Stop & Frisk,"Washington, D.C.",DC,7/1/10 2:44,2010,Person,Black,Male,Not Hispanic Or Latino,2300 B/O 17TH ST NW,3D,303.0,35
Stop & Frisk,"Washington, D.C.",DC,7/1/10 3:24,2010,Person,White,Male,Not Hispanic Or Latino,1600 B/O H ST NW,2D,207.0,69
Stop & Frisk,"Washington, D.C.",DC,7/1/10 7:34,2010,,,,,FESSENDEN ST / 47TH ST NW,2D,202.0,
Stop & Frisk,"Washington, D.C.",DC,7/1/10 12:29,2010,Person,Black,Male,Not Hispanic Or Latino,1500 B/O ALABAMA AVE SE,7D,704.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,7/1/10 13:00,2010,Person,Black,Male,Not Hispanic Or Latino,1200 B/O SIMMS PL NE,,,50
Stop & Frisk,"Washington, D.C.",DC,7/1/10 13:00,2010,Person,Black,Male,Not Hispanic Or Latino,1200 B/O SIMMS PL NE,,,50
Stop & Frisk,"Washington, D.C.",DC,7/1/10 17:19,2010,Person,Black,Unknown,Not Hispanic Or Latino,700 B/O KENTUCKY AVE SE,1D,108.0,49
Stop & Frisk,"Washington, D.C.",DC,7/1/10 17:39,2010,Person,Black,Male,Not Hispanic Or Latino,15TH ST SE / PENNSYLVANIA AVE SE,1D,108.0,19
Stop & Frisk,"Washington, D.C.",DC,7/1/10 18:18,2010,Person,Black,Male,Not Hispanic Or Latino,1900 B/O RIDGECREST CT SE,7D,706.0,19
Stop & Frisk,"Washington, D.C.",DC,7/2/10 1:34,2010,Person,Black,Male,Not Hispanic Or Latino,700 B/O LONGFELLOW ST NW,4D,403.0,21
Stop & Frisk,"Washington, D.C.",DC,7/2/10 1:34,2010,Person,Unknown,Unknown,Unknown,700 B/O LONGFELLOW ST NW,4D,403.0,
Stop & Frisk,"Washington, D.C.",DC,7/2/10 2:35,2010,Person,Black,Male,Unknown,12TH ST NE / H ST NE,1D,102.0,23
Stop & Frisk,"Washington, D.C.",DC,7/2/10 4:00,2010,Person,Black,Male,Not Hispanic Or Latino,1300 B/O CORBIN PL NE,1D,103.0,53
Stop & Frisk,"Washington, D.C.",DC,7/2/10 4:00,2010,Person,Unknown,Unknown,Unknown,1300 B/O CORBIN PL NE,1D,103.0,
Stop & Frisk,"Washington, D.C.",DC,7/2/10 5:30,2010,Person,Black,Male,Not Hispanic Or Latino,100 B/O K ST NE,1D,103.0,34
Stop & Frisk,"Washington, D.C.",DC,7/2/10 11:15,2010,Person,Black,Male,Not Hispanic Or Latino,1600 B/O MARYLAND AVE NE,5D,507.0,47
Stop & Frisk,"Washington, D.C.",DC,7/2/10 14:30,2010,Person,Black,Male,Not Hispanic Or Latino,600 B/O 46TH PL SE,6D,604.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,7/2/10 14:30,2010,Person,Black,Male,Not Hispanic Or Latino,600 B/O 46TH PL SE,6D,604.0,18
Stop & Frisk,"Washington, D.C.",DC,7/2/10 18:29,2010,Person,Black,Male,Not Hispanic Or Latino,2200 B/O 18TH ST NW,3D,303.0,
Stop & Frisk,"Washington, D.C.",DC,7/2/10 21:00,2010,Person,Black,Male,Not Hispanic Or Latino,400 B/O 50TH ST NE,3D,306.0,41
Stop & Frisk,"Washington, D.C.",DC,7/2/10 22:02,2010,Person,Black,Unknown,Not Hispanic Or Latino,1900 B/O 18TH ST SE,7D,701.0,
Stop & Frisk,"Washington, D.C.",DC,7/3/10 1:30,2010,Person,Black,Male,Not Hispanic Or Latino,3500 B/O 19TH ST SE,7D,704.0,
Stop & Frisk,"Washington, D.C.",DC,7/3/10 5:15,2010,Person,Black,Male,Not Hispanic Or Latino,14TH / OAK ST NW,4D,302.0,31
Stop & Frisk,"Washington, D.C.",DC,7/3/10 19:25,2010,Person,Black,Male,Not Hispanic Or Latino,5TH ST NW / N ST NW,1D,308.0,19
Stop & Frisk,"Washington, D.C.",DC,7/3/10 19:25,2010,Person,Black,Male,Not Hispanic Or Latino,5TH ST NW / N ST NW,1D,308.0,22
Stop & Frisk,"Washington, D.C.",DC,7/3/10 19:30,2010,Person,Black,Female,Not Hispanic Or Latino,700 B/O 6TH ST NW,1D,102.0,22
Stop & Frisk,"Washington, D.C.",DC,7/3/10 19:30,2010,Person,Black,Male,Not Hispanic Or Latino,700 B/O 6TH ST NW,1D,102.0,18
Stop & Frisk,"Washington, D.C.",DC,7/3/10 19:59,2010,Person,Black,Male,Not Hispanic Or Latino,700 B/O 17TH ST NE,5D,507.0,56
Stop & Frisk,"Washington, D.C.",DC,7/3/10 21:24,2010,Person,Black,Male,Unknown,2000 B/O 16TH ST SE,7D,701.0,22
Stop & Frisk,"Washington, D.C.",DC,7/3/10 23:01,2010,Person,Black,Male,Not Hispanic Or Latino,15TH ST SE / PENNSYLVANIA AVE SE,1D,108.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,7/3/10 23:30,2010,Person,Black,Male,Not Hispanic Or Latino,6600 B/O GEORGIA AVE NW,4D,401.0,20
Stop & Frisk,"Washington, D.C.",DC,7/3/10 23:30,2010,Person,Black,Male,Not Hispanic Or Latino,6600 B/O GEORGIA AVE NW,4D,401.0,18
Stop & Frisk,"Washington, D.C.",DC,7/3/10 23:30,2010,Person,Black,Male,Not Hispanic Or Latino,6600 B/O GEORGIA AVE NW,4D,401.0,19
Stop & Frisk,"Washington, D.C.",DC,7/4/10 1:00,2010,Person,Black,Male,Not Hispanic Or Latino,0 B/O GALVESTON ST SW,7D,708.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,7/4/10 8:10,2010,Person,Black,Male,Not Hispanic Or Latino,4500 B/O SHERIFF RD NE,6D,602.0,42
Stop & Frisk,"Washington, D.C.",DC,7/4/10 9:02,2010,Person,Black,Male,Unknown,12TH ST NE / HAMLIN ST NE,1D,504.0,27
Stop & Frisk,"Washington, D.C.",DC,7/4/10 11:35,2010,Person,Black,Male,Not Hispanic Or Latino,500 B/O 5TH ST NW,1D,102.0,
Stop & Frisk,"Washington, D.C.",DC,7/4/10 11:44,2010,Person,Black,Male,Not Hispanic Or Latino,MARTIN LUTHER KING AVE SE,7D,703.0,21
Stop & Frisk,"Washington, D.C.",DC,7/4/10 22:54,2010,Person,Black,Male,Unknown,3000 B/O NAYLOR RD SE,7D,702.0,19
Stop & Frisk,"Washington, D.C.",DC,7/4/10 23:39,2010,Person,Black,Male,Unknown,1000 B/O 15TH ST SE,1D,106.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,7/5/10 1:30,2010,Person,Black,Male,Not Hispanic Or Latino,2300 B/O HARTFORD ST SE,6D,701.0,24
Stop & Frisk,"Washington, D.C.",DC,7/5/10 7:59,2010,Person,Black,Female,Not Hispanic Or Latino,4600 B/O BENNING RD SE,6D,604.0,30
Stop & Frisk,"Washington, D.C.",DC,7/5/10 21:29,2010,Person,Black,Male,Not Hispanic Or Latino,3900 B/O MINNESOTA AVE NE,6D,603.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,7/6/10 1:30,2010,Person,Black,Male,Not Hispanic Or Latino,2200 B/O S ST SE,6D,605.0,28
Stop & Frisk,"Washington, D.C.",DC,7/6/10 1:30,2010,Person,Unknown,Unknown,Unknown,2200 B/O S ST SE,6D,605.0,
Stop & Frisk,"Washington, D.C.",DC,7/6/10 11:44,2010,Person,White,Female,Not Hispanic Or Latino,1500 B/O H ST NW,2D,207.0,76
Stop & Frisk,"Washington, D.C.",DC,7/6/10 13:59,2010,Person,Unknown,Unknown,Unknown,900 B/O 15TH ST NW,2D,207.0,
Stop & Frisk,"Washington, D.C.",DC,7/6/10 13:59,2010,Person,White,Male,Not Hispanic Or Latino,900 B/O 15TH ST NW,2D,207.0,64
Stop & Frisk,"Washington, D.C.",DC,7/6/10 17:44,2010,Person,Black,Male,Not Hispanic Or Latino,19TH ST NE,1D,104.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,7/6/10 21:00,2010,Person,Black,Male,Not Hispanic Or Latino,1800 B/O GALLAUDET ST NE,5D,504.0,49
Stop & Frisk,"Washington, D.C.",DC,7/6/10 21:18,2010,Person,Black,Male,Not Hispanic Or Latino,1200 B/O MORSE ST NE,5D,506.0,36
Stop & Frisk,"Washington, D.C.",DC,7/7/10 22:00,2010,Person,Black,Male,Not Hispanic Or Latino,1900 B/O NEW YORK AVE NE,5D,506.0,26
Stop & Frisk,"Washington, D.C.",DC,7/8/10 0:29,2010,Person,Black,Male,Not Hispanic Or Latino,2300 B/O HARTFORD ST SE,6D,701.0,19
Stop & Frisk,"Washington, D.C.",DC,7/8/10 2:57,2010,Person,Black,Male,Not Hispanic Or Latino,1100 B/O OWEN PL NE,5D,506.0,25
Stop & Frisk,"Washington, D.C.",DC,7/8/10 5:30,2010,Person,Black,Male,Not Hispanic Or Latino,7TH ST NW / INGRAHAM ST NW,4D,403.0,39
Stop & Frisk,"Washington, D.C.",DC,7/8/10 9:00,2010,Person,Black,Male,Not Hispanic Or Latino,DIVISION AVE NE / FOOTE ST NE,6D,602.0,57
Stop & Frisk,"Washington, D.C.",DC,7/8/10 9:29,2010,,,,,2400 B/O AINGER PL SE,7D,702.0,
Stop & Frisk,"Washington, D.C.",DC,7/8/10 10:34,2010,Person,Black,Male,Not Hispanic Or Latino,BENNING RD NE / MINNESOTA AVE NE,6D,603.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,7/8/10 17:33,2010,Person,Black,Male,Not Hispanic Or Latino,3500 B/O E CAPITOL ST NE,6D,603.0,24
Stop & Frisk,"Washington, D.C.",DC,7/8/10 19:27,2010,Person,Black,Male,Not Hispanic Or Latino,4700 B/O 14TH ST NW,4D,404.0,Unknown
Stop & Frisk,"Washington, D.C.",DC,7/8/10 19:27,2010,Person,Unknown,Unknown,Not Hispanic Or Latino,4700 B/O 14TH ST NW,4D,404.0,
Stop & Frisk,"Washington, D.C.",DC,7/8/10 20:30,2010,Person,Black,Male,Not Hispanic Or Latino,100 B/O MASSACHUSETTS AVE NE,1D,103.0,62
Stop & Frisk,"Washington, D.C.",DC,7/8/10 22:48,2010,Person,Black,Male,Not Hispanic Or Latino,4200 B/O EDSON PL NE,6D,602.0,45
Stop & Frisk,"Washington, D.C.",DC,7/8/10 22:48,2010,Person,Black,Male,Not Hispanic Or Latino,4200 B/O EDSON PL NE,6D,602.0,29
Stop & Frisk,"Washington, D.C.",DC,7/8/10 23:30,2010,Person,Black,Male,Not Hispanic Or Latino,12TH ST NW / U ST NW,3D,305.0,45
Stop & Frisk,"Washington, D.C.",DC,7/9/10 2:15,2010,Person,White,Male,Not Hispanic Or Latino,1700 B/O 7TH ST NW,3D,308.0,26
Stop & Frisk,"Washington, D.C.",DC,7/9/10 14:24,2010,Person,Black,Male,Not Hispanic Or Latino,700 B/O MONROE ST NE,5D,502.0,39
Stop & Frisk,"Washington, D.C.",DC,7/9/10 17:32,2010,Person,Black,Female,Not Hispanic Or Latino,4500 B/O SOUTH CAPITOL ST SE,7D,708.0,
Stop & Frisk,"Washington, D.C.",DC,7/9/10 19:34,2010,Person,Black,Male,Unknown,1000 B/O 6TH ST NE,1D,102.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,7/9/10 22:20,2010,Person,Black,Female,Not Hispanic Or Latino,1300 B/O U ST NW,3D,305.0,22
Stop & Frisk,"Washington, D.C.",DC,7/9/10 22:20,2010,Person,Black,Female,Not Hispanic Or Latino,1300 B/O U ST NW,3D,305.0,24
Stop & Frisk,"Washington, D.C.",DC,7/9/10 22:20,2010,Person,Black,Female,Not Hispanic Or Latino,1300 B/O U ST NW,3D,305.0,23
Stop & Frisk,"Washington, D.C.",DC,7/9/10 22:20,2010,Person,Black,Female,Not Hispanic Or Latino,1300 B/O U ST NW,3D,305.0,23
Stop & Frisk,"Washington, D.C.",DC,7/9/10 22:20,2010,Person,Black,Male,Not Hispanic Or Latino,1300 B/O U ST NW,3D,305.0,21
Stop & Frisk,"Washington, D.C.",DC,7/9/10 22:20,2010,Person,Black,Male,Not Hispanic Or Latino,4000 B/O SOUTH CAPITOL ST,7D,706.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,7/9/10 22:20,2010,Person,Unknown,Unknown,Unknown,1300 B/O U ST NW,3D,305.0,
Stop & Frisk,"Washington, D.C.",DC,7/9/10 22:20,2010,Person,Unknown,Male,Hispanic Or Latino,1300 B/O U ST NW,3D,305.0,30
Stop & Frisk,"Washington, D.C.",DC,7/9/10 22:20,2010,Person,White,Male,Hispanic Or Latino,1300 B/O U ST NW,3D,305.0,40
Stop & Frisk,"Washington, D.C.",DC,7/9/10 22:29,2010,Person,Black,Male,Not Hispanic Or Latino,3RD / EVARTS ST NE,5D,501.0,18
Stop & Frisk,"Washington, D.C.",DC,7/9/10 22:29,2010,Person,Black,Male,Not Hispanic Or Latino,3RD / EVARTS ST NE,5D,501.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,7/9/10 22:29,2010,Person,Black,Male,Not Hispanic Or Latino,3RD / EVARTS ST NE,5D,501.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,7/9/10 22:29,2010,Person,Black,Male,Not Hispanic Or Latino,3RD / EVARTS ST NE,5D,501.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,7/9/10 22:29,2010,Person,Black,Male,Not Hispanic Or Latino,3RD / EVARTS ST NE,5D,501.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,7/9/10 22:29,2010,Person,Black,Male,Unknown,3RD / EVARTS ST NE,5D,501.0,21
Stop & Frisk,"Washington, D.C.",DC,7/10/10 1:59,2010,Person,Black,Male,Not Hispanic Or Latino,1200 B/O 1ST PL NW,1D,103.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,7/10/10 1:59,2010,Person,Unknown,Unknown,Unknown,1200 B/O 1ST PL NW,1D,103.0,
Stop & Frisk,"Washington, D.C.",DC,7/10/10 3:29,2010,Person,Black,Male,Not Hispanic Or Latino,1600 B/O 28TH PL SE,7D,704.0,18
Stop & Frisk,"Washington, D.C.",DC,7/10/10 3:29,2010,Person,Unknown,Unknown,Not Hispanic Or Latino,1600 B/O 28TH PL SE,7D,704.0,
Stop & Frisk,"Washington, D.C.",DC,7/10/10 3:45,2010,Person,White,Female,Not Hispanic Or Latino,900 B/O 14TH ST NW,2D,207.0,23
Stop & Frisk,"Washington, D.C.",DC,7/10/10 4:25,2010,Person,Black,Male,Not Hispanic Or Latino,2000 B/O CHANNING ST NE,5D,505.0,23
Stop & Frisk,"Washington, D.C.",DC,7/10/10 7:25,2010,Person,Black,Male,Not Hispanic Or Latino,1700 B/O 22ND ST SE,7D,701.0,33
Stop & Frisk,"Washington, D.C.",DC,7/10/10 13:00,2010,Person,Black,Male,Not Hispanic Or Latino,400 B/O / SCAPITOL ST SW,1D,104.0,40
Stop & Frisk,"Washington, D.C.",DC,7/10/10 13:00,2010,Person,Unknown,Unknown,Unknown,400 B/O / SCAPITOL ST SW,1D,104.0,
Stop & Frisk,"Washington, D.C.",DC,7/10/10 21:51,2010,Person,Black,Female,Not Hispanic Or Latino,3900 B/O MINNESOTA AVE NE,6D,603.0,54
Stop & Frisk,"Washington, D.C.",DC,7/10/10 21:51,2010,Person,Black,Male,Not Hispanic Or Latino,3900 B/O MINNESOTA AVE NE,6D,603.0,21
Stop & Frisk,"Washington, D.C.",DC,7/10/10 22:30,2010,Person,Black,Male,Not Hispanic Or Latino,ALLEY 1800 KALORAMA AVE NW,3D,303.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,7/10/10 22:30,2010,Person,Black,Male,Not Hispanic Or Latino,ALLEY 1800 KALORAMA AVE NW,3D,303.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,7/10/10 22:30,2010,Person,Black,Male,Not Hispanic Or Latino,ALLEY 1800 KALORAMA AVE NW,3D,303.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,7/10/10 22:30,2010,Person,Unknown,Unknown,Unknown,ALLEY 1800 KALORAMA AVE NW,3D,303.0,
