incident_type,city,state,date_time,year,data type,subject_race,gender,subject_ethnicity,block_address,district,psa,age
Stop & Frisk,"Washington, D.C.",DC,8/21/13 0:35,2013,Person,Black,Male,Unknown,STANTON RD SE / SUITLAND PKWY SE,7D,702.0,35
Stop & Frisk,"Washington, D.C.",DC,8/21/13 0:56,2013,Person,Black,Male,Not Hispanic Or Latino,14TH ST NE / H ST NE,1D,104.0,19
Stop & Frisk,"Washington, D.C.",DC,8/21/13 0:56,2013,Person,Black,Male,Not Hispanic Or Latino,14TH ST NE / H ST NE,1D,104.0,18
Stop & Frisk,"Washington, D.C.",DC,8/21/13 2:03,2013,Person,Black,Male,Not Hispanic Or Latino,1300 B/O MONROE ST NW,3D,302.0,27
Stop & Frisk,"Washington, D.C.",DC,8/21/13 2:03,2013,Person,Black,Male,Not Hispanic Or Latino,1300 B/O MONROE ST NW,3D,302.0,23
Stop & Frisk,"Washington, D.C.",DC,8/21/13 4:00,2013,Person,Black,Male,Not Hispanic Or Latino,15TH ST NE / F ST NE,5D,507.0,21
Stop & Frisk,"Washington, D.C.",DC,8/21/13 4:39,2013,Person,Black,Male,Unknown,FARRAGUT ST NW / GEORGIA AVE NW,4D,407.0,
Stop & Frisk,"Washington, D.C.",DC,8/21/13 4:39,2013,Person,Black,Female,Unknown,FARRAGUT ST NW / GEORGIA AVE NW,4D,407.0,
Stop & Frisk,"Washington, D.C.",DC,8/21/13 4:39,2013,Person,Black,Male,Not Hispanic Or Latino,FARRAGUT ST NW / GEORGIA AVE NW,4D,407.0,33
Stop & Frisk,"Washington, D.C.",DC,8/21/13 6:00,2013,Person,Black,Male,Not Hispanic Or Latino,700 B/O EASTERN AVE NE,6D,608.0,40
Stop & Frisk,"Washington, D.C.",DC,8/21/13 10:45,2013,Person,Black,Male,Not Hispanic Or Latino,3100 B/O PENNSYLVANIA AVE SE,6D,605.0,50
Stop & Frisk,"Washington, D.C.",DC,8/21/13 16:59,2013,Person,Black,Male,Unknown,1600 B/O U ST NW,3D,301.0,46
Stop & Frisk,"Washington, D.C.",DC,8/21/13 17:50,2013,Person,Black,Male,Unknown,1400 B/O L ST SE,1D,106.0,21
Stop & Frisk,"Washington, D.C.",DC,8/21/13 17:50,2013,Person,White,Male,Not Hispanic Or Latino,1400 B/O L ST SE,1D,106.0,26
Stop & Frisk,"Washington, D.C.",DC,8/22/13 3:04,2013,Person,Black,Male,Not Hispanic Or Latino,4200 B/O 4TH ST SE,7D,706.0,21
Stop & Frisk,"Washington, D.C.",DC,8/22/13 18:24,2013,Person,Black,Female,Not Hispanic Or Latino,8TH ST NE / H ST NE,1D,104.0,37
Stop & Frisk,"Washington, D.C.",DC,8/22/13 18:24,2013,Person,Black,Male,Not Hispanic Or Latino,8TH ST NE / H ST NE,1D,104.0,50
Stop & Frisk,"Washington, D.C.",DC,8/22/13 22:43,2013,Person,Black,Male,Unknown,1600 B/O 17TH PL SE,6D,607.0,46
Stop & Frisk,"Washington, D.C.",DC,8/22/13 22:59,2013,Person,Black,Male,Not Hispanic Or Latino,3700 B/O NEW HAMPSHIRE AVE NW,4D,407.0,32
Stop & Frisk,"Washington, D.C.",DC,8/22/13 22:59,2013,Person,Black,Female,Not Hispanic Or Latino,3700 B/O NEW HAMPSHIRE AVE NW,4D,407.0,46
Stop & Frisk,"Washington, D.C.",DC,8/22/13 22:59,2013,Person,Unknown,Male,Not Hispanic Or Latino,3700 B/O NEW HAMPSHIRE AVE NW,4D,407.0,
Stop & Frisk,"Washington, D.C.",DC,8/23/13 1:56,2013,Person,Black,Male,Not Hispanic Or Latino,900 B/O LONGFELLOW ST NW,4D,403.0,58
Stop & Frisk,"Washington, D.C.",DC,8/23/13 1:56,2013,Person,Black,Male,Not Hispanic Or Latino,900 B/O LONGFELLOW ST NW,4D,403.0,52
Stop & Frisk,"Washington, D.C.",DC,8/23/13 3:35,2013,Person,Black,Male,Not Hispanic Or Latino,1700 B/O BENNING RD NE,5D,507.0,50
Stop & Frisk,"Washington, D.C.",DC,8/23/13 3:35,2013,Person,Black,Male,Not Hispanic Or Latino,1700 B/O BENNING RD NE,5D,507.0,42
Stop & Frisk,"Washington, D.C.",DC,8/23/13 4:34,2013,Person,Black,Male,Not Hispanic Or Latino,2ND ST NE / K ST NE,1D,104.0,23
Stop & Frisk,"Washington, D.C.",DC,8/23/13 12:36,2013,Person,Black,Male,Not Hispanic Or Latino,2800 B/O MARTIN LUTHER KING JR AVE SE,7D,707.0,31
Stop & Frisk,"Washington, D.C.",DC,8/23/13 19:41,2013,Person,Black,Male,Not Hispanic Or Latino,1200 B/O KENILWORTH AVE NE,6D,601.0,20
Stop & Frisk,"Washington, D.C.",DC,8/23/13 20:50,2013,Person,Black,Male,Not Hispanic Or Latino,4800 B/O QUARLES ST NE,6D,602.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,8/23/13 20:51,2013,Person,Black,Male,Unknown,200 B/O W ST NW,3D,306.0,18
Stop & Frisk,"Washington, D.C.",DC,8/23/13 20:51,2013,Person,Unknown,Unknown,Unknown,200 B/O W ST NW,3D,306.0,
Stop & Frisk,"Washington, D.C.",DC,8/24/13 0:42,2013,Person,Black,Female,Not Hispanic Or Latino,1600 B/O FRANKFORD ST SE,7D,702.0,43
Stop & Frisk,"Washington, D.C.",DC,8/24/13 0:42,2013,Person,Black,Male,Not Hispanic Or Latino,1600 B/O FRANKFORD ST SE,7D,702.0,49
Stop & Frisk,"Washington, D.C.",DC,8/24/13 3:06,2013,Person,Black,Male,Not Hispanic Or Latino,3200 B/O GEORGIA AVE NW,3D,302.0,23
Stop & Frisk,"Washington, D.C.",DC,8/24/13 3:09,2013,Person,Black,Male,Unknown,2400 B/O 18TH ST NW,3D,303.0,49
Stop & Frisk,"Washington, D.C.",DC,8/24/13 3:17,2013,Person,Black,Male,Not Hispanic Or Latino,800 B/O 13TH ST NE,1D,104.0,22
Stop & Frisk,"Washington, D.C.",DC,8/24/13 3:17,2013,Person,Black,Male,Not Hispanic Or Latino,800 B/O 13TH ST NE,1D,104.0,28
Stop & Frisk,"Washington, D.C.",DC,8/24/13 3:17,2013,Person,Black,Male,Not Hispanic Or Latino,2300 B/O CHAMPLAIN ST NW,3D,303.0,23
Stop & Frisk,"Washington, D.C.",DC,8/24/13 3:17,2013,Person,Black,Female,Not Hispanic Or Latino,2300 B/O CHAMPLAIN ST NW,3D,303.0,24
Stop & Frisk,"Washington, D.C.",DC,8/24/13 3:17,2013,Person,Black,Male,Not Hispanic Or Latino,2300 B/O CHAMPLAIN ST NW,3D,303.0,22
Stop & Frisk,"Washington, D.C.",DC,8/24/13 3:36,2013,Person,Black,Male,Not Hispanic Or Latino,2300 B/O 18TH ST NW,3D,303.0,23
Stop & Frisk,"Washington, D.C.",DC,8/24/13 12:08,2013,Person,Black,Male,Not Hispanic Or Latino,MONTANA AVE NE / WEST VIRGINIA AVE NE,5D,505.0,38
Stop & Frisk,"Washington, D.C.",DC,8/24/13 12:49,2013,Person,Black,Male,Not Hispanic Or Latino,6200 B/O GEORGIA AVE NW,4D,402.0,18
Stop & Frisk,"Washington, D.C.",DC,8/24/13 15:31,2013,Person,Black,Male,Unknown,"200 B/O 62ND STREET, NE",6D,604.0,26
Stop & Frisk,"Washington, D.C.",DC,8/24/13 19:59,2013,Person,Black,Male,Not Hispanic Or Latino,5TH ST NW / K ST NW,1D,102.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,8/24/13 19:59,2013,Person,Black,Male,Not Hispanic Or Latino,5TH ST NW / K ST NW,1D,102.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,8/24/13 19:59,2013,Person,Black,Male,Not Hispanic Or Latino,5TH ST NW / K ST NW,1D,102.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,8/24/13 22:30,2013,Person,Black,Male,Not Hispanic Or Latino,1500 B/O NEAL ST NE,5D,506.0,38
Stop & Frisk,"Washington, D.C.",DC,8/24/13 22:30,2013,Person,White,Female,Not Hispanic Or Latino,1500 B/O NEAL ST NE,5D,506.0,
Stop & Frisk,"Washington, D.C.",DC,8/24/13 23:53,2013,Person,White,Male,Not Hispanic Or Latino,2900 B/O POMEROY RD SE,7D,703.0,20
Stop & Frisk,"Washington, D.C.",DC,8/24/13 23:53,2013,Person,White,Male,Not Hispanic Or Latino,2900 B/O POMEROY RD SE,7D,703.0,20
Stop & Frisk,"Washington, D.C.",DC,8/24/13 23:53,2013,Person,White,Male,Unknown,2900 B/O POMEROY RD SE,7D,703.0,20
Stop & Frisk,"Washington, D.C.",DC,8/25/13 1:59,2013,,,,,2300 B/O 15TH ST NE,5D,505.0,
Stop & Frisk,"Washington, D.C.",DC,8/25/13 2:46,2013,Person,White,Male,Unknown,1200 B/O U ST NW,3D,305.0,27
Stop & Frisk,"Washington, D.C.",DC,8/25/13 3:31,2013,Person,Black,Female,Unknown,9TH ST NW / K ST NW,1D,102.0,23
Stop & Frisk,"Washington, D.C.",DC,8/25/13 3:31,2013,Person,Black,Male,Unknown,9TH ST NW / K ST NW,1D,102.0,22
Stop & Frisk,"Washington, D.C.",DC,8/25/13 3:31,2013,Person,Black,Female,Unknown,9TH ST NW / K ST NW,1D,102.0,22
Stop & Frisk,"Washington, D.C.",DC,8/25/13 3:31,2013,Person,Black,Male,Unknown,9TH ST NW / K ST NW,1D,102.0,30
Stop & Frisk,"Washington, D.C.",DC,8/25/13 3:31,2013,Person,Black,Female,Unknown,9TH ST NW / K ST NW,1D,102.0,23
Stop & Frisk,"Washington, D.C.",DC,8/25/13 3:31,2013,Person,Black,Male,Unknown,9TH ST NW / K ST NW,1D,102.0,20
Stop & Frisk,"Washington, D.C.",DC,8/25/13 3:31,2013,Person,Black,Male,Unknown,9TH ST NW / K ST NW,1D,102.0,24
Stop & Frisk,"Washington, D.C.",DC,8/25/13 3:31,2013,Person,Black,Male,Unknown,9TH ST NW / K ST NW,1D,102.0,35
Stop & Frisk,"Washington, D.C.",DC,8/25/13 3:31,2013,Person,Black,Female,Unknown,9TH ST NW / K ST NW,1D,102.0,23
Stop & Frisk,"Washington, D.C.",DC,8/25/13 3:31,2013,Person,Black,Male,Unknown,9TH ST NW / K ST NW,1D,102.0,28
Stop & Frisk,"Washington, D.C.",DC,8/25/13 3:31,2013,Person,Black,Male,Unknown,9TH ST NW / K ST NW,1D,102.0,28
Stop & Frisk,"Washington, D.C.",DC,8/25/13 3:31,2013,Person,Black,Female,Unknown,9TH ST NW / K ST NW,1D,102.0,35
Stop & Frisk,"Washington, D.C.",DC,8/25/13 3:31,2013,Person,Black,Female,Unknown,9TH ST NW / K ST NW,1D,102.0,23
Stop & Frisk,"Washington, D.C.",DC,8/25/13 3:31,2013,Person,Black,Male,Unknown,9TH ST NW / K ST NW,1D,102.0,24
Stop & Frisk,"Washington, D.C.",DC,8/25/13 3:31,2013,Person,Black,Female,Unknown,9TH ST NW / K ST NW,1D,102.0,28
Stop & Frisk,"Washington, D.C.",DC,8/25/13 3:31,2013,Person,Black,Male,Unknown,9TH ST NW / K ST NW,1D,102.0,30
Stop & Frisk,"Washington, D.C.",DC,8/25/13 3:31,2013,Person,Black,Male,Unknown,9TH ST NW / K ST NW,1D,102.0,33
Stop & Frisk,"Washington, D.C.",DC,8/25/13 3:31,2013,Person,Black,Female,Unknown,9TH ST NW / K ST NW,1D,102.0,22
Stop & Frisk,"Washington, D.C.",DC,8/25/13 3:31,2013,Person,Black,Female,Unknown,9TH ST NW / K ST NW,1D,102.0,22
Stop & Frisk,"Washington, D.C.",DC,8/25/13 3:31,2013,Person,Black,Female,Unknown,9TH ST NW / K ST NW,1D,102.0,22
Stop & Frisk,"Washington, D.C.",DC,8/25/13 3:31,2013,Person,Black,Female,Unknown,9TH ST NW / K ST NW,1D,102.0,21
Stop & Frisk,"Washington, D.C.",DC,8/25/13 3:31,2013,Person,Unknown,Unknown,Unknown,9TH ST NW / K ST NW,1D,102.0,
Stop & Frisk,"Washington, D.C.",DC,8/25/13 3:51,2013,Person,Black,Male,Not Hispanic Or Latino,1300 B/O K ST NW,1D,101.0,22
Stop & Frisk,"Washington, D.C.",DC,8/25/13 3:51,2013,Person,Black,Male,Unknown,1300 B/O K ST NW,1D,101.0,22
Stop & Frisk,"Washington, D.C.",DC,8/25/13 3:51,2013,Person,Black,Male,Unknown,1300 B/O K ST NW,1D,101.0,22
Stop & Frisk,"Washington, D.C.",DC,8/25/13 6:09,2013,Person,Black,Male,Not Hispanic Or Latino,1900 B/O BENNETT PL NE,5D,507.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,8/25/13 11:21,2013,Person,Black,Male,Not Hispanic Or Latino,500 B/O RANDOLPH ST NW,4D,407.0,21
Stop & Frisk,"Washington, D.C.",DC,8/25/13 11:21,2013,Person,Unknown,Unknown,Unknown,500 B/O RANDOLPH ST NW,4D,407.0,
Stop & Frisk,"Washington, D.C.",DC,8/25/13 11:30,2013,Person,Black,Female,Not Hispanic Or Latino,0 B/O HAMILTON ST NW,4D,403.0,26
Stop & Frisk,"Washington, D.C.",DC,8/25/13 17:30,2013,Person,Black,Male,Not Hispanic Or Latino,200 B/O UPSHUR ST NW,4D,407.0,23
Stop & Frisk,"Washington, D.C.",DC,8/25/13 22:00,2013,Person,Black,Male,Not Hispanic Or Latino,2700 B/O DOUGLASS PL SE,7D,703.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,8/25/13 22:00,2013,Person,Unknown,Unknown,Unknown,2700 B/O DOUGLASS PL SE,7D,703.0,
Stop & Frisk,"Washington, D.C.",DC,8/25/13 22:34,2013,Person,Black,Female,Not Hispanic Or Latino,3800 B/O 18TH ST NE,5D,504.0,23
Stop & Frisk,"Washington, D.C.",DC,8/25/13 22:34,2013,Person,Unknown,Unknown,Unknown,3800 B/O 18TH ST NE,5D,504.0,
Stop & Frisk,"Washington, D.C.",DC,8/25/13 22:59,2013,,,,,7TH ST NE / I ST NE,1D,104.0,
Stop & Frisk,"Washington, D.C.",DC,8/26/13 0:15,2013,Person,Black,Male,Not Hispanic Or Latino,49TH ST NE / SHERIFF RD NE,6D,608.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,8/26/13 0:15,2013,Person,Black,Male,Not Hispanic Or Latino,49TH ST NE / SHERIFF RD NE,6D,608.0,19
Stop & Frisk,"Washington, D.C.",DC,8/26/13 16:57,2013,Person,Black,Male,Not Hispanic Or Latino,1600 B/O MONTELLO AVE NE,5D,506.0,60
Stop & Frisk,"Washington, D.C.",DC,8/26/13 20:15,2013,Person,Black,Male,Not Hispanic Or Latino,5100 B/O G ST SE,6D,604.0,22
Stop & Frisk,"Washington, D.C.",DC,8/26/13 20:15,2013,Person,Black,Male,Not Hispanic Or Latino,5100 B/O G ST SE,6D,604.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,8/27/13 0:09,2013,Person,Black,Male,Not Hispanic Or Latino,1300 B/O IRVING ST NW,3D,302.0,29
Stop & Frisk,"Washington, D.C.",DC,8/27/13 0:09,2013,Person,Black,Male,Not Hispanic Or Latino,1300 B/O IRVING ST NW,3D,302.0,20
Stop & Frisk,"Washington, D.C.",DC,8/27/13 2:30,2013,Person,Black,Male,Not Hispanic Or Latino,18TH ST NE / BENNING RD NE,5D,507.0,24
Stop & Frisk,"Washington, D.C.",DC,8/27/13 2:30,2013,Person,Black,Male,Not Hispanic Or Latino,18TH ST NE / BENNING RD NE,5D,507.0,29
Stop & Frisk,"Washington, D.C.",DC,8/27/13 6:38,2013,Person,Black,Male,Unknown,9TH ST NW / QUINCY ST NW,4D,404.0,21
Stop & Frisk,"Washington, D.C.",DC,8/27/13 14:15,2013,Person,Black,Male,Not Hispanic Or Latino,400 B/O CHESAPEAKE ST SE,7D,706.0,23
Stop & Frisk,"Washington, D.C.",DC,8/27/13 18:33,2013,Person,Black,Male,Not Hispanic Or Latino,2500 B/O 14TH ST NE,5D,505.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,8/27/13 18:33,2013,Person,Black,Male,Not Hispanic Or Latino,2500 B/O 14TH ST NE,5D,505.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,8/27/13 21:40,2013,Person,Black,Male,Not Hispanic Or Latino,4500 B/O DOUGLAS ST NE,6D,601.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,8/27/13 23:39,2013,Person,Black,Male,Not Hispanic Or Latino,1500 B/O 28TH ST SE,6D,607.0,37
Stop & Frisk,"Washington, D.C.",DC,8/28/13 1:59,2013,,,,,4700 B/O BENNING RD SE,6D,604.0,
Stop & Frisk,"Washington, D.C.",DC,8/28/13 9:22,2013,Person,Black,Female,Unknown,1100 B/O STEVENS RD SE,7D,703.0,30
Stop & Frisk,"Washington, D.C.",DC,8/28/13 16:59,2013,Person,Black,Male,Not Hispanic Or Latino,100 B/O L ST NW,1D,103.0,30
Stop & Frisk,"Washington, D.C.",DC,8/28/13 17:10,2013,Person,Black,Male,Not Hispanic Or Latino,1400 B/O MARYLAND AVE NE,1D,104.0,49
Stop & Frisk,"Washington, D.C.",DC,8/28/13 21:00,2013,Person,Black,Male,Unknown,1600 B/O 38TH ST SE,6D,605.0,25
Stop & Frisk,"Washington, D.C.",DC,8/28/13 22:21,2013,Person,Black,Male,Unknown,500 B/O EDGEWOOD ST NE,5D,502.0,26
Stop & Frisk,"Washington, D.C.",DC,8/29/13 7:18,2013,Person,Unknown,Male,Unknown,1000 B/O LAWRENCE ST NE,5D,504.0,31
Stop & Frisk,"Washington, D.C.",DC,8/29/13 10:00,2013,Person,Black,Female,Not Hispanic Or Latino,1200 B/O IRVING ST NE,5D,504.0,28
Stop & Frisk,"Washington, D.C.",DC,8/29/13 12:00,2013,Person,Unknown,Male,Hispanic Or Latino,1800 B/O COLUMBIA RD NW,3D,303.0,18
Stop & Frisk,"Washington, D.C.",DC,8/29/13 15:36,2013,Person,Black,Male,Not Hispanic Or Latino,1500 B/O IRVING ST NW,3D,302.0,19
Stop & Frisk,"Washington, D.C.",DC,8/29/13 16:27,2013,Person,Black,Male,Not Hispanic Or Latino,2500 B/O WEST ST SE,7D,703.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,8/29/13 16:54,2013,Person,Black,Male,Not Hispanic Or Latino,1700 B/O L ST NE,5D,507.0,50
Stop & Frisk,"Washington, D.C.",DC,8/29/13 17:28,2013,Person,Black,Male,Not Hispanic Or Latino,3900 B/O MINNESOTA AVE NE,6D,602.0,25
Stop & Frisk,"Washington, D.C.",DC,8/29/13 17:28,2013,Person,Unknown,Unknown,Unknown,3900 B/O MINNESOTA AVE NE,6D,602.0,
Stop & Frisk,"Washington, D.C.",DC,8/29/13 17:50,2013,Person,Black,Female,Not Hispanic Or Latino,900 B/O RI AV NE,5D,504.0,30
Stop & Frisk,"Washington, D.C.",DC,8/29/13 18:00,2013,Person,Black,Male,Unknown,1100 B/O 47TH PL NE,6D,602.0,29
Stop & Frisk,"Washington, D.C.",DC,8/29/13 23:32,2013,Person,Black,Male,Not Hispanic Or Latino,3500 B/O ELY PL SE,6D,605.0,21
Stop & Frisk,"Washington, D.C.",DC,8/29/13 23:32,2013,Person,Black,Male,Not Hispanic Or Latino,3500 B/O ELY PL SE,6D,605.0,19
Stop & Frisk,"Washington, D.C.",DC,8/30/13 6:45,2013,Person,Black,Male,Unknown,1300 B/O WISCONSIN AVE NW,2D,206.0,51
Stop & Frisk,"Washington, D.C.",DC,8/30/13 6:45,2013,Person,Unknown,Unknown,Unknown,1300 B/O WISCONSIN AVE NW,2D,206.0,
Stop & Frisk,"Washington, D.C.",DC,8/30/13 17:44,2013,Person,Black,Male,Unknown,EASTERN AVE NE / NASH ST NE,6D,602.0,45
Stop & Frisk,"Washington, D.C.",DC,8/30/13 17:44,2013,Person,Unknown,Unknown,Unknown,EASTERN AVE NE / NASH ST NE,6D,602.0,
Stop & Frisk,"Washington, D.C.",DC,8/30/13 19:25,2013,Person,Black,Male,Unknown,1300 B/O 18TH ST NW,2D,208.0,26
Stop & Frisk,"Washington, D.C.",DC,8/30/13 19:25,2013,Person,Black,Male,Not Hispanic Or Latino,1300 B/O 18TH ST NW,2D,208.0,29
Stop & Frisk,"Washington, D.C.",DC,8/30/13 20:10,2013,Person,Black,Male,Not Hispanic Or Latino,4TH ST NW / E ST NW,1D,102.0,66
Stop & Frisk,"Washington, D.C.",DC,8/30/13 20:10,2013,Person,Black,Male,Not Hispanic Or Latino,4TH ST NW / E ST NW,1D,102.0,45
Stop & Frisk,"Washington, D.C.",DC,8/30/13 20:30,2013,Person,Black,Male,Not Hispanic Or Latino,7TH ST NW / F ST NW,1D,102.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,8/30/13 20:37,2013,Person,Unknown,Unknown,Unknown,1200 B/O WISCONSIN AVE NW,2D,206.0,
Stop & Frisk,"Washington, D.C.",DC,8/31/13 0:51,2013,Person,Black,Male,Not Hispanic Or Latino,22ND ST NW / P ST NW,2D,208.0,47
Stop & Frisk,"Washington, D.C.",DC,8/31/13 1:12,2013,Person,Black,Male,Not Hispanic Or Latino,900 B/O DIVISION AVE NE,6D,608.0,26
Stop & Frisk,"Washington, D.C.",DC,8/31/13 2:41,2013,Person,Black,Male,Not Hispanic Or Latino,10TH ST NW / FRENCH ST NW,3D,307.0,30
Stop & Frisk,"Washington, D.C.",DC,8/31/13 4:18,2013,Person,Black,Male,Not Hispanic Or Latino,1700 B/O 10TH ST NW,3D,307.0,22
Stop & Frisk,"Washington, D.C.",DC,8/31/13 4:39,2013,Person,Black,Male,Not Hispanic Or Latino,2300 B/O CALVERT ST NW,2D,204.0,24
Stop & Frisk,"Washington, D.C.",DC,8/31/13 9:40,2013,Person,Black,Male,Unknown,800 B/O BLADENSBURG RD NE,5D,506.0,35
Stop & Frisk,"Washington, D.C.",DC,8/31/13 9:40,2013,Person,Black,Male,Not Hispanic Or Latino,800 B/O BLADENSBURG RD NE,5D,506.0,27
Stop & Frisk,"Washington, D.C.",DC,8/31/13 9:40,2013,Person,Black,Male,Not Hispanic Or Latino,800 B/O BLADENSBURG RD NE,5D,506.0,22
Stop & Frisk,"Washington, D.C.",DC,8/31/13 18:15,2013,Person,Black,Male,Unknown,4200 B/O 1ST ST SE,7D,708.0,23
Stop & Frisk,"Washington, D.C.",DC,8/31/13 18:58,2013,Person,Black,Male,Not Hispanic Or Latino,BENNING RD SE / EAST CAPITOL ST,6D,608.0,22
Stop & Frisk,"Washington, D.C.",DC,8/31/13 19:50,2013,Person,Black,Male,Unknown,1200 B/O CLIFTON ST NW,3D,304.0,30
Stop & Frisk,"Washington, D.C.",DC,8/31/13 23:37,2013,Person,Black,Male,Unknown,3800 B/O 2ND ST SE,7D,707.0,27
Stop & Frisk,"Washington, D.C.",DC,9/1/13 0:09,2013,Person,Black,Male,Not Hispanic Or Latino,2100 B/O K ST NW,2D,207.0,22
Stop & Frisk,"Washington, D.C.",DC,9/1/13 0:09,2013,Person,Black,Female,Unknown,2100 B/O K ST NW,2D,207.0,23
Stop & Frisk,"Washington, D.C.",DC,9/1/13 0:31,2013,Person,Black,Male,Not Hispanic Or Latino,600 B/O OTIS PL NW,4D,409.0,23
Stop & Frisk,"Washington, D.C.",DC,9/1/13 0:56,2013,,,,,400 B/O ROCK CREEK CHURCH RD NW,4D,405.0,
Stop & Frisk,"Washington, D.C.",DC,9/1/13 1:14,2013,Person,Black,Male,Unknown,800 B/O 7TH ST NW,1D,102.0,33
Stop & Frisk,"Washington, D.C.",DC,9/1/13 1:14,2013,Person,Black,Male,Unknown,800 B/O 7TH ST NW,1D,102.0,21
Stop & Frisk,"Washington, D.C.",DC,9/1/13 2:48,2013,Person,Black,Male,Not Hispanic Or Latino,700 B/O 6TH ST NW,1D,102.0,25
Stop & Frisk,"Washington, D.C.",DC,9/1/13 10:52,2013,Person,Black,Male,Not Hispanic Or Latino,3000 B/O ALABAMA AVE SE,6D,606.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,9/1/13 16:09,2013,Person,Black,Male,Unknown,21ST ST NE / BENNING RD NE,5D,507.0,50
Stop & Frisk,"Washington, D.C.",DC,9/1/13 18:00,2013,Person,Black,Male,Not Hispanic Or Latino,1500 B/O GIRARD ST NW,3D,304.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,9/1/13 20:42,2013,Person,Black,Male,Unknown,1200 B/O W ST NE,5D,505.0,
Stop & Frisk,"Washington, D.C.",DC,9/2/13 4:20,2013,Person,Black,Male,Unknown,2500 B/O NORTH CAPITOL ST NE,5D,502.0,45
Stop & Frisk,"Washington, D.C.",DC,9/2/13 15:00,2013,Person,Black,Male,Not Hispanic Or Latino,3400 B/O 10TH ST NE,5D,504.0,37
Stop & Frisk,"Washington, D.C.",DC,9/2/13 18:56,2013,Person,Black,Male,Not Hispanic Or Latino,900 B/O 17TH ST NW,2D,207.0,29
Stop & Frisk,"Washington, D.C.",DC,9/3/13 0:15,2013,Person,Black,Male,Not Hispanic Or Latino,0 B/O MICHIGAN AVE NE,5D,502.0,22
Stop & Frisk,"Washington, D.C.",DC,9/3/13 3:02,2013,Person,Black,Male,Unknown,4700 B/O SOUTH CAPITOL ST SE,7D,708.0,19
Stop & Frisk,"Washington, D.C.",DC,9/3/13 3:02,2013,Person,Black,Male,Not Hispanic Or Latino,4700 B/O SOUTH CAPITOL ST SE,7D,708.0,20
Stop & Frisk,"Washington, D.C.",DC,9/3/13 3:02,2013,Person,Black,Male,Not Hispanic Or Latino,4700 B/O SOUTH CAPITOL ST SE,7D,708.0,21
Stop & Frisk,"Washington, D.C.",DC,9/3/13 7:00,2013,Person,Black,Male,Unknown,800 B/O 7TH ST NW,1D,102.0,
Stop & Frisk,"Washington, D.C.",DC,9/3/13 7:00,2013,Person,Black,Male,Not Hispanic Or Latino,800 B/O 7TH ST NW,1D,102.0,18
Stop & Frisk,"Washington, D.C.",DC,9/3/13 7:00,2013,Person,Black,Male,Not Hispanic Or Latino,800 B/O 7TH ST NW,1D,102.0,19
Stop & Frisk,"Washington, D.C.",DC,9/3/13 7:00,2013,Person,Black,Male,Unknown,800 B/O 7TH ST NW,1D,102.0,21
Stop & Frisk,"Washington, D.C.",DC,9/3/13 7:00,2013,Person,Black,Male,Unknown,800 B/O 7TH ST NW,1D,102.0,19
Stop & Frisk,"Washington, D.C.",DC,9/3/13 21:09,2013,Person,Black,Male,Unknown,800 B/O 10TH ST NE,1D,104.0,32
Stop & Frisk,"Washington, D.C.",DC,9/4/13 13:25,2013,Person,Black,Female,Not Hispanic Or Latino,4800 B/O BENNING RD SE,6D,604.0,27
Stop & Frisk,"Washington, D.C.",DC,9/4/13 13:50,2013,Person,Black,Male,Not Hispanic Or Latino,BUCHANAN ST NW / ILLINOIS AVE NW,4D,407.0,21
Stop & Frisk,"Washington, D.C.",DC,9/4/13 13:50,2013,Person,Unknown,Unknown,Unknown,BUCHANAN ST NW / ILLINOIS AVE NW,4D,407.0,
Stop & Frisk,"Washington, D.C.",DC,9/4/13 16:34,2013,Person,Black,Female,Not Hispanic Or Latino,6100 B/O GEORGIA AVE NW,4D,402.0,20
Stop & Frisk,"Washington, D.C.",DC,9/4/13 16:34,2013,Person,Black,Male,Not Hispanic Or Latino,6100 B/O GEORGIA AVE NW,4D,402.0,20
Stop & Frisk,"Washington, D.C.",DC,9/4/13 16:34,2013,Person,Unknown,Unknown,Unknown,6100 B/O GEORGIA AVE NW,4D,402.0,
Stop & Frisk,"Washington, D.C.",DC,9/4/13 16:50,2013,Person,Black,Male,Not Hispanic Or Latino,1900 B/O Q ST NW,2D,208.0,20
Stop & Frisk,"Washington, D.C.",DC,9/4/13 16:50,2013,Person,White,Male,Not Hispanic Or Latino,1900 B/O Q ST NW,2D,208.0,18
